Mã module;Quản lý người dùng (User Management);;;;;;;;Đạt
Yêu cầu kiểm thử;"Xác minh quyền System Admin có thể xem danh sách người dùng và thực hiện đầy đủ vòng đời tài khoản admin: tạo mới, xem lại hành động, đổi mật khẩu (SRT-12), khóa/mở khóa tài khoản (SRT-9) và xóa tài khoản System Admin.";;;;;;;;;Không đạt
Người kiểm thử;Nhóm SQA
Đạt;Không đạt;Chưa kiểm thử;Không áp dụng;Số lượng test case;;;;;Chưa kiểm thử
7;0;20;0;27;;;;;Không áp dụng
ID;Mô tả test case;Các bước thực hiện;Kết quả mong đợi;Phụ thuộc test case;Kết quả;Kỹ thuật kiểm thử;Ghi chú
[BVA-USER-03];"[Họ tên - Min+=2] Tạo System Admin với Họ và tên = 2 ký tự (ngay trên giá trị tối thiểu)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva03@s2o.test (duy nhất).
5. Nhập Họ và tên: 'AB' (2 ký tự).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234' (28 ký tự - nom).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản 'AB' xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Min+";"Họ tên = 2 ký tự (min+)"
[BVA-USER-04];"[Họ tên - Max-=49] Tạo System Admin với Họ và tên = 49 ký tự (ngay dưới giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva04@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Nguyen Van A BVA Test Name Maximum Minus One 49xx' (49 ký tự).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234' (28 ký tự - nom).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Max-";"Họ tên = 49 ký tự (max-). Chuỗi mẫu: 'Nguyen Van A BVA Test Name Maximum Minus One 49xx' = 49 ký tự"
[BVA-USER-05];"[Họ tên - Max=50] Tạo System Admin với Họ và tên = 50 ký tự (giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva05@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Nguyen Van A BVA Test Name Maximum Minus One 49xxx' (50 ký tự).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234' (28 ký tự - nom).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Max";"Họ tên = 50 ký tự (max). Chuỗi mẫu: 'Nguyen Van A BVA Test Name Maximum Minus One 49xxx' = 50 ký tự"
;--- Biến 2: Mật khẩu — giữ Họ tên = nom (25 ký tự) (4 TC) ---
[BVA-USER-06];"[Mật khẩu - Min=6] Tạo System Admin với Mật khẩu = 6 ký tự (giá trị tối thiểu)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva06@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@12' (6 ký tự).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Min";"Mật khẩu = 6 ký tự (min). Ràng buộc ASP.NET Identity: RequiredLength = 6"
[BVA-USER-07];"[Mật khẩu - Min+=7] Tạo System Admin với Mật khẩu = 7 ký tự (ngay trên giá trị tối thiểu)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva07@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@123' (7 ký tự).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Min+";"Mật khẩu = 7 ký tự (min+)"
[BVA-USER-08];"[Mật khẩu - Max-=49] Tạo System Admin với Mật khẩu = 49 ký tự (ngay dưới giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva08@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234567890123456789012345' (49 ký tự).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Max-";"Mật khẩu = 49 ký tự (max-). Chuỗi mẫu: 'Abc@123456789012345678901234567890123456789012345' = 49 ký tự"
[BVA-USER-09];"[Mật khẩu - Max=50] Tạo System Admin với Mật khẩu = 50 ký tự (giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva09@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@1234567890123456789012345678901234567890123456' (50 ký tự).
7. Click 'Tạo tài khoản'.
8. Chờ tối đa 10 giây.";"1. Thông báo 'Tạo tài khoản thành công' được hiển thị.
2. Tài khoản tương ứng xuất hiện trong bảng người dùng.";[USER-01];Chưa kiểm thử;"Standard BVA - Max";"Mật khẩu = 50 ký tự (max). Chuỗi mẫu: 'Abc@1234567890123456789012345678901234567890123456' = 50 ký tự"
;--- Robustness BVA - Dirty Test Cases (tổng 6n+1 = 6×2+1 = 13 TC) ---
[BVA-USER-10];"[Dirty - Họ tên Min-=0] Tạo System Admin với Họ và tên rỗng (dưới giá trị tối thiểu — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva10@s2o.test (duy nhất).
5. Để trống trường Họ và tên (0 ký tự).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234' (28 ký tự - nom).
7. Click 'Tạo tài khoản'.";"1. Hệ thống từ chối tạo tài khoản.
2. Thông báo lỗi hiển thị (frontend hoặc API).
3. Tài khoản KHÔNG xuất hiện trong bảng.";[USER-01];Chưa kiểm thử;"Robustness BVA - Dirty (Min-)";"Họ tên = 0 ký tự (min-). Form users page không có Zod — backend ASP.NET Identity xử lý validation"
[BVA-USER-11];"[Dirty - Họ tên Max+=51] Tạo System Admin với Họ và tên = 51 ký tự (vượt giá trị tối đa giả định — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva11@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Nguyen Van A BVA Test Name Maximum Minus One 49xxxx' (51 ký tự).
6. Nhập Mật khẩu: 'Abc@123456789012345678901234' (28 ký tự - nom).
7. Click 'Tạo tài khoản'.";"1. Hệ thống từ chối hoặc hiển thị lỗi.
2. Tài khoản KHÔNG xuất hiện trong bảng.";[USER-01];Chưa kiểm thử;"Robustness BVA - Dirty (Max+)";"Họ tên = 51 ký tự (max+). Không có ràng buộc max phía frontend — kiểm tra backend"
[BVA-USER-12];"[Dirty - Mật khẩu Min-=5] Tạo System Admin với Mật khẩu = 5 ký tự (dưới giá trị tối thiểu — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva12@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@1' (5 ký tự).
7. Click 'Tạo tài khoản'.";"1. Hệ thống từ chối tạo tài khoản.
2. Thông báo lỗi liên quan đến mật khẩu hiển thị.
3. Tài khoản KHÔNG xuất hiện trong bảng.";[USER-01];Chưa kiểm thử;"Robustness BVA - Dirty (Min-)";"Mật khẩu = 5 ký tự (min-). Ràng buộc ASP.NET Identity RequiredLength=6 từ chối phía backend"
[BVA-USER-13];"[Dirty - Mật khẩu Max+=51] Tạo System Admin với Mật khẩu = 51 ký tự (vượt giá trị tối đa giả định — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Click 'Thêm Admin'.
4. Nhập Email: user_bva13@s2o.test (duy nhất).
5. Nhập Họ và tên: 'Admin BVA User Test Name1' (25 ký tự - nom).
6. Nhập Mật khẩu: 'Abc@12345678901234567890123456789012345678901234567' (51 ký tự).
7. Click 'Tạo tài khoản'.";"1. Hệ thống từ chối hoặc hiển thị lỗi.
2. Tài khoản KHÔNG xuất hiện trong bảng.";[USER-01];Chưa kiểm thử;"Robustness BVA - Dirty (Max+)";"Mật khẩu = 51 ký tự (max+). Không có ràng buộc max phía frontend — kiểm tra backend"
;=== PHẦN B: Form đổi mật khẩu admin (SRT-12) ===
;Bảng giá trị biên: Mật khẩu mới [min=6 | min+=7 | nom=28 | max-=49 | max=50]
;--- Test case Nominal (1 TC) ---
[BVA-USER-14];"[Nominal - Đổi mật khẩu] Đổi mật khẩu admin với Mật khẩu mới = 28 ký tự (giá trị danh nghĩa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu (ô tìm kiếm nếu cần).
4. Click hành động 'Đổi mật khẩu' (menu item đầu tiên, index 0).
5. Nhập Mật khẩu mới: 'Abc@123456789012345678901234' (28 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Thông báo thành công được hiển thị.
2. Dialog đóng lại.
3. Tài khoản vẫn xuất hiện trong bảng (không bị xóa).";[USER-02];Chưa kiểm thử;"Standard BVA - Nominal";"Nominal: Mật khẩu mới = 28 ký tự. Ràng buộc ASP.NET Identity: RequiredLength=6"
;--- Biến: Mật khẩu mới (4 TC) ---
[BVA-USER-15];"[Đổi mật khẩu - Min=6] Đổi mật khẩu admin với Mật khẩu mới = 6 ký tự (giá trị tối thiểu)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@12' (6 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Thông báo thành công được hiển thị.
2. Dialog đóng lại.";[USER-02];Chưa kiểm thử;"Standard BVA - Min";"Mật khẩu mới = 6 ký tự (min). Ràng buộc ASP.NET Identity: RequiredLength=6"
[BVA-USER-16];"[Đổi mật khẩu - Min+=7] Đổi mật khẩu admin với Mật khẩu mới = 7 ký tự (ngay trên giá trị tối thiểu)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@123' (7 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Thông báo thành công được hiển thị.
2. Dialog đóng lại.";[USER-02];Chưa kiểm thử;"Standard BVA - Min+";"Mật khẩu mới = 7 ký tự (min+)"
[BVA-USER-17];"[Đổi mật khẩu - Max-=49] Đổi mật khẩu admin với Mật khẩu mới = 49 ký tự (ngay dưới giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@123456789012345678901234567890123456789012345' (49 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Thông báo thành công được hiển thị.
2. Dialog đóng lại.";[USER-02];Chưa kiểm thử;"Standard BVA - Max-";"Mật khẩu mới = 49 ký tự (max-). Chuỗi mẫu: 'Abc@123456789012345678901234567890123456789012345' = 49 ký tự"
[BVA-USER-18];"[Đổi mật khẩu - Max=50] Đổi mật khẩu admin với Mật khẩu mới = 50 ký tự (giá trị tối đa)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@1234567890123456789012345678901234567890123456' (50 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Thông báo thành công được hiển thị.
2. Dialog đóng lại.";[USER-02];Chưa kiểm thử;"Standard BVA - Max";"Mật khẩu mới = 50 ký tự (max). Chuỗi mẫu: 'Abc@1234567890123456789012345678901234567890123456' = 50 ký tự"
;--- Robustness BVA - Dirty Test Cases (6n+1 = 6×1+1 = 7 TC, thêm 2 dirty) ---
[BVA-USER-19];"[Dirty - Đổi mật khẩu Min-=5] Đổi mật khẩu admin với Mật khẩu mới = 5 ký tự (dưới giá trị tối thiểu — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@1' (5 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Hệ thống từ chối đổi mật khẩu.
2. Thông báo lỗi liên quan đến mật khẩu quá ngắn hiển thị.
3. Mật khẩu tài khoản KHÔNG bị thay đổi.";[USER-02];Chưa kiểm thử;"Robustness BVA - Dirty (Min-)";"Mật khẩu mới = 5 ký tự (min-). Ràng buộc ASP.NET Identity RequiredLength=6 từ chối phía backend"
[BVA-USER-20];"[Dirty - Đổi mật khẩu Max+=51] Đổi mật khẩu admin với Mật khẩu mới = 51 ký tự (vượt giá trị tối đa giả định — input không hợp lệ)";"1. Đăng nhập với quyền System Admin.
2. Điều hướng đến '/sysadmin/users'.
3. Tìm tài khoản admin cần đổi mật khẩu.
4. Click hành động 'Đổi mật khẩu' (index 0).
5. Nhập Mật khẩu mới: 'Abc@12345678901234567890123456789012345678901234567' (51 ký tự).
6. Click 'Xác nhận'.
7. Chờ tối đa 10 giây.";"1. Hệ thống từ chối hoặc hiển thị lỗi.
2. Mật khẩu tài khoản KHÔNG bị thay đổi.";[USER-02];Chưa kiểm thử;"Robustness BVA - Dirty (Max+)";"Mật khẩu mới = 51 ký tự (max+). Không có ràng buộc max phía frontend — kiểm tra backend xử lý không"
